Date,Region,Product_Name,Category,Sub_Category,Product_ID,Sales_Units,Price_At_Time,Revenue,Stock_Level,Marketing_Spend,Social_Media_Influence_Score,Festival_Seasonality_Adjustment,Customer_Rating,Rolling_Avg_Sales
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,22,170.0,3740.0,32,1173.01,4.54,1.15,3.87,22
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,21,170.0,3570.0,28,1140.46,9.59,1.16,4.39,21
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,28,170.0,4760.0,64,1166.65,9.67,1.13,3.86,28
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,36,170.0,6120.0,85,297.18,6.54,1.2,4.22,36
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,39,170.0,6630.0,37,1010.11,8.8,1.16,4.41,39
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,68,170.0,11560.0,61,901.97,8.16,1.15,4.65,68
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,11,170.0,1870.0,63,230.5,1.34,1.11,3.55,11
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,32,170.0,5440.0,50,740.64,6.74,1.06,3.94,32
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,30,170.0,5100.0,58,522.96,8.16,0.84,3.88,30
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,33,170.0,5610.0,17,914.6,6.94,0.84,5.0,33
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,27,170.0,4590.0,87,297.83,5.42,0.94,4.1,27
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,17,170.0,2890.0,82,835.09,1.41,0.89,3.63,17
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,23,170.0,3910.0,51,1140.23,6.18,0.89,4.05,23
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,23,170.0,3910.0,45,1044.88,1.21,1.11,4.0,23
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,23,170.0,3910.0,42,896.74,6.66,1.14,4.53,23
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,12,170.0,2040.0,25,976.41,4.07,1.17,4.11,12
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,24,170.0,4080.0,68,1095.52,4.5,0.71,4.33,24
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,28,170.0,4760.0,51,831.84,5.04,0.85,4.44,28
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,21,170.0,3570.0,51,641.53,8.99,0.88,3.93,21
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,32,170.0,5440.0,21,1012.8,9.53,1.19,3.64,32
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,23,170.0,3910.0,77,283.5,7.99,0.98,4.54,23
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,42,170.0,7140.0,65,783.37,9.66,0.89,4.48,42
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,52,170.0,8840.0,58,895.75,5.09,1.01,4.55,52
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,31,170.0,5270.0,93,477.38,2.69,0.93,3.88,31
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,48,170.0,8160.0,69,884.73,2.46,1.16,3.97,48
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,25,170.0,4250.0,15,1169.91,8.58,1.12,4.74,25
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,5,170.0,850.0,31,473.41,1.51,1.13,4.2,5
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,16,170.0,2720.0,60,871.7,6.56,0.88,4.33,16
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,40,170.0,6800.0,53,603.48,2.21,0.71,4.46,40
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,43,170.0,7310.0,30,336.37,1.13,0.88,4.47,43
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,30,170.0,5100.0,82,1062.36,9.55,0.77,3.65,30
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,29,170.0,4930.0,23,275.86,2.16,0.76,4.47,29
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,18,170.0,3060.0,59,545.67,9.07,0.94,3.81,18
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,15,170.0,2550.0,46,564.27,5.53,1.05,3.92,15
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,24,170.0,4080.0,25,684.52,6.56,0.88,4.86,24
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,27,170.0,4590.0,61,711.68,5.79,0.75,4.32,27
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,19,170.0,3230.0,83,989.17,5.49,0.74,4.55,19
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,16,170.0,2720.0,68,556.1,9.88,1.0,4.96,16
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,26,170.0,4420.0,45,352.86,3.21,0.78,3.96,26
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,33,170.0,5610.0,48,1065.51,8.35,0.83,4.4,33
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,24,170.0,4080.0,29,625.44,5.57,0.82,4.3,24
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,20,170.0,3400.0,62,354.36,5.33,0.97,3.54,20
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,24,170.0,4080.0,66,960.23,6.36,0.94,3.75,24
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,23,170.0,3910.0,51,774.47,8.58,0.77,4.14,23
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,24,170.0,4080.0,61,363.66,2.48,1.11,4.32,24
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,23,170.0,3910.0,5,501.38,7.73,0.95,4.33,23
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,31,170.0,5270.0,61,534.91,2.25,1.1,4.45,31
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,52,170.0,8840.0,53,351.67,3.81,0.82,4.3,52
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,20,170.0,3400.0,41,429.25,7.5,1.06,4.35,20
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,44,170.0,7480.0,63,353.35,6.28,0.95,4.18,44
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,27,170.0,4590.0,50,1072.12,9.39,0.98,4.39,27
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,31,170.0,5270.0,52,1125.57,5.06,0.76,4.22,31
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,38,170.0,6460.0,3,1119.86,4.12,0.87,4.07,38
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,46,170.0,7820.0,44,340.86,2.59,0.95,3.6,46
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,18,170.0,3060.0,101,267.08,7.75,0.8,4.22,18
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,31,170.0,5270.0,44,724.39,4.97,0.9,4.8,31
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,18,170.0,3060.0,54,381.93,8.76,1.17,3.64,18
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,29,170.0,4930.0,50,421.97,3.08,1.04,3.99,29
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,32,170.0,5440.0,55,597.18,7.01,0.8,4.44,32
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,26,170.0,4420.0,56,621.42,9.03,1.11,3.7,26
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,47,170.0,7990.0,8,494.47,9.54,1.08,4.88,47
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,12,170.0,2040.0,23,339.36,8.51,1.19,4.5,12
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,17,170.0,2890.0,52,472.31,1.17,1.16,4.28,17
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,46,170.0,7820.0,81,865.04,2.58,1.16,3.46,46
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,15,170.0,2550.0,61,589.3,3.6,0.88,3.81,15
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,40,170.0,6800.0,31,863.67,9.43,1.07,5.0,40
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,22,170.0,3740.0,49,888.4,4.91,0.82,4.91,22
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,27,170.0,4590.0,48,385.13,5.88,1.14,4.45,27
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,38,170.0,6460.0,62,858.78,7.23,1.12,4.17,38
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,34,170.0,5780.0,45,1171.06,9.5,0.94,4.21,34
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,19,170.0,3230.0,75,924.77,1.59,0.86,4.78,19
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,31,170.0,5270.0,70,1085.98,6.54,0.82,3.61,31
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,44,170.0,7480.0,95,1073.68,9.86,1.08,4.05,44
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,20,170.0,3400.0,29,242.09,1.16,1.19,3.89,20
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,10,170.0,1700.0,25,879.65,2.96,1.17,4.59,10
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,41,170.0,6970.0,82,712.69,3.08,0.79,3.95,41
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,26,170.0,4420.0,26,958.24,7.26,0.78,3.98,26
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,36,170.0,6120.0,54,792.94,6.22,0.75,3.59,36
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,33,170.0,5610.0,63,286.99,4.68,0.89,5.0,33
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,32,170.0,5440.0,49,680.59,6.33,1.11,4.68,32
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,43,170.0,7310.0,27,765.73,3.4,1.14,4.44,43
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,23,170.0,3910.0,59,1080.87,8.85,0.71,4.13,23
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,27,170.0,4590.0,50,487.04,6.55,1.19,3.66,27
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,37,170.0,6290.0,62,979.85,1.96,1.08,5.0,37
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,31,170.0,5270.0,71,267.35,6.24,0.87,3.79,31
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,33,170.0,5610.0,81,883.3,5.01,0.84,4.17,33
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,17,170.0,2890.0,46,994.81,7.24,0.81,4.3,17
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,28,170.0,4760.0,62,838.53,4.58,0.84,4.18,28
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,39,170.0,6630.0,43,673.21,9.71,0.79,4.34,39
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,34,170.0,5780.0,61,961.02,6.64,0.77,4.38,34
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,48,170.0,8160.0,49,264.21,6.24,0.83,3.63,48
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,5,170.0,850.0,18,894.98,8.74,1.09,4.5,5
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,29,170.0,4930.0,38,304.93,3.18,1.19,4.2,29
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,21,170.0,3570.0,50,550.63,1.3,0.74,3.8,21
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,32,170.0,5440.0,34,906.48,1.28,1.17,4.22,32
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,23,170.0,3910.0,63,914.09,8.22,0.87,4.36,23
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,31,170.0,5270.0,36,1071.78,2.97,1.19,4.01,31
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,34,170.0,5780.0,50,399.54,7.12,0.74,4.25,34
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,40,170.0,6800.0,47,927.17,7.68,0.91,3.71,40
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,13,170.0,2210.0,38,792.35,9.21,0.81,4.79,13
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,33,170.0,5610.0,44,692.28,3.23,1.14,4.51,33
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,1,170.0,170.0,72,363.52,4.52,1.18,3.5,1
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,34,170.0,5780.0,51,537.0,8.46,0.92,3.69,34
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,50,170.0,8500.0,57,785.35,8.81,0.8,4.37,50
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,26,170.0,4420.0,38,257.09,5.78,1.17,4.49,26
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,31,170.0,5270.0,59,1067.92,5.09,0.96,5.0,31
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,32,170.0,5440.0,36,643.75,8.81,0.79,4.55,32
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,34,170.0,5780.0,53,697.17,6.56,1.13,4.35,34
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,18,170.0,3060.0,82,306.59,6.92,1.2,3.74,18
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,39,170.0,6630.0,73,1007.85,7.86,1.1,3.71,39
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,42,170.0,7140.0,44,320.21,5.9,0.7,3.76,42
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,17,170.0,2890.0,37,273.2,6.43,1.03,3.92,17
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,18,170.0,3060.0,19,598.82,6.22,0.97,4.75,18
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,35,170.0,5950.0,61,1155.52,1.16,0.8,4.54,35
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,27,170.0,4590.0,16,484.87,3.77,1.1,4.16,27
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,27,170.0,4590.0,61,381.44,5.73,1.05,3.81,27
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,31,170.0,5270.0,31,456.56,9.67,0.94,4.29,31
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,27,170.0,4590.0,58,412.04,6.5,0.91,3.7,27
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,32,170.0,5440.0,34,651.77,6.28,0.78,4.45,32
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,34,170.0,5780.0,46,223.64,6.78,1.0,4.15,34
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,46,170.0,7820.0,83,892.44,9.92,0.76,3.98,46
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,19,170.0,3230.0,37,269.42,5.67,0.73,3.71,19
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,23,170.0,3910.0,64,740.01,8.92,1.03,3.4,23
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,27,170.0,4590.0,84,260.14,6.06,1.18,4.42,27
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,43,170.0,7310.0,25,995.45,9.34,0.82,3.76,43
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,26,170.0,4420.0,74,720.96,6.61,0.74,4.26,26
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,16,170.0,2720.0,13,596.98,5.02,1.0,4.4,16
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,29,170.0,4930.0,68,1068.06,8.25,1.1,4.08,29
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,24,170.0,4080.0,45,602.98,2.56,1.05,4.21,24
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,54,170.0,9180.0,43,964.81,2.57,0.95,3.77,54
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,35,170.0,5950.0,51,632.5,3.81,0.95,3.82,35
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,28,170.0,4760.0,25,819.59,6.85,0.78,4.44,28
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,26,170.0,4420.0,42,709.42,9.97,1.11,4.27,26
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,27,170.0,4590.0,26,1027.54,7.6,1.08,3.48,27
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,29,170.0,4930.0,46,681.34,1.17,0.83,3.98,29
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,20,170.0,3400.0,49,747.96,5.09,1.12,4.19,20
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,21,170.0,3570.0,4,985.02,9.03,1.18,3.93,21
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,40,170.0,6800.0,37,454.67,8.57,0.72,4.93,40
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,45,170.0,7650.0,50,350.17,7.64,0.96,3.9,45
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,20,170.0,3400.0,74,861.37,2.67,0.79,3.94,20
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,32,170.0,5440.0,35,964.37,3.39,0.71,4.6,32
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,36,170.0,6120.0,74,730.3,1.38,1.18,3.94,36
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,21,170.0,3570.0,57,538.27,9.35,0.81,3.78,21
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,10,170.0,1700.0,91,1143.08,3.17,0.76,3.76,10
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,32,170.0,5440.0,45,1042.0,7.56,1.09,4.84,32
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,23,170.0,3910.0,39,705.85,8.57,1.07,4.43,23
2023-06-30,South,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,53,170.0,9010.0,71,708.36,3.68,0.98,4.5,53
2023-06-30,West,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,38,170.0,6460.0,31,1191.81,1.89,0.9,3.97,38
2023-06-30,North,Aroma Magic Neem & Tea Tree Face Wash(100ml),Skincare,Cleansers,9000,32,170.0,5440.0,79,205.23,7.85,0.72,3.89,32
