Date,Region,Product_Name,Category,Sub_Category,Product_ID,Sales_Units,Price_At_Time,Revenue,Stock_Level,Marketing_Spend,Social_Media_Influence_Score,Festival_Seasonality_Adjustment,Customer_Rating,Rolling_Avg_Sales
2023-01-01,West,Nykaa Wanderlust Strawberry Body Yogurt,Fragrance,Perfume,1000,450,2423.51,1090579.5,1518,25460.87,54.36,1.01,3.69,554
2023-01-01,West,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,775,1076.07,833954.25,842,33628.77,19.2,0.92,3.13,687
2023-01-01,West,Nykaa SKINRX Hyaluronic Acid Moisturizer,Skincare,Moisturizer,1001,765,1107.16,846977.4,504,39058.98,50.84,0.98,4.54,474
2023-01-01,Central,Nykaa Matte To Last Liquid Lipstick - Bombay,Makeup,Lipstick,1003,504,1939.93,977724.72,1328,11183.61,61.11,0.97,3.36,478
2023-01-01,South,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,212,771.05,163462.6,572,31728.32,56.47,1.05,4.95,479
2023-01-01,South,Nykaa Naturals Onion & Fenugreek Hair Oil,Haircare,Hair Oil,1006,353,1532.24,540880.72,1151,35460.97,71.44,0.85,3.99,619
2023-01-01,West,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,618,1606.8,993002.4,716,40947.43,37.31,1.11,4.71,501
2023-01-01,North,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,601,548.24,329492.24,1930,31255.38,106.91,1.09,3.72,569
2023-01-01,South,Nykaa SKINRX Vitamin C Serum,Skincare,Serum,1002,347,560.47,194483.09,911,32153.68,118.65,1.2,3.12,460
2023-01-01,Central,Nykaa All Day Matte Foundation - Almond,Makeup,Foundation,1008,239,1781.69,425823.91,1628,25434.05,78.74,1.05,3.74,539
2023-01-01,Central,Nykaa Naturals Onion & Fenugreek Hair Oil,Haircare,Hair Oil,1006,568,2001.78,1137011.04,1672,19516.92,22.86,0.9,3.37,423
2023-01-01,West,Nykaa Naturals Shampoo - Apple Cider Vinegar,Haircare,Shampoo,1005,194,1365.47,264901.18,1983,25278.84,75.51,0.87,4.73,530
2023-01-01,North,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,786,1196.57,940504.02,1740,40343.83,38.85,1.04,4.89,472
2023-01-01,Central,Nykaa SKINRX Hyaluronic Acid Moisturizer,Skincare,Moisturizer,1001,310,215.81,66901.1,815,3165.76,72.69,0.92,4.78,413
2023-01-01,East,Nykaa Naturals Onion & Fenugreek Hair Oil,Haircare,Hair Oil,1006,260,859.4,223444.0,1123,15387.23,78.43,0.93,3.7,607
2023-01-01,Central,Nykaa Naturals Shampoo - Apple Cider Vinegar,Haircare,Shampoo,1005,579,567.47,328565.13,1817,39832.22,33.27,1.06,4.8,548
2023-01-01,Central,Nykaa SKINRX Vitamin C Serum,Skincare,Serum,1002,459,317.71,145828.89,733,30819.77,90.2,1.11,3.56,586
2023-01-01,Central,Nykaa Naturals Shampoo - Apple Cider Vinegar,Haircare,Shampoo,1005,565,1975.23,1116004.95,1940,10534.62,83.36,1.04,4.51,530
2023-01-01,West,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,205,1328.17,272274.85,1449,20027.84,112.07,0.9,3.23,578
2023-01-01,North,Nykaa SKINRX Hyaluronic Acid Moisturizer,Skincare,Moisturizer,1001,256,444.38,113761.28,1633,16719.29,71.44,0.93,4.25,552
2023-01-01,Central,Nykaa Wanderlust Strawberry Body Yogurt,Fragrance,Perfume,1000,631,1885.92,1190015.52,736,10871.27,22.32,1.08,3.96,488
2023-01-01,Central,Nykaa SKINRX Hyaluronic Acid Moisturizer,Skincare,Moisturizer,1001,352,341.54,120222.08,1488,37250.92,110.93,0.92,4.76,618
2023-01-01,West,Nykaa Naturals Onion & Fenugreek Hair Oil,Haircare,Hair Oil,1006,562,2396.34,1346743.08,909,28213.52,86.35,0.93,4.95,688
2023-01-01,North,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,424,1186.95,503266.8,508,8857.14,85.29,1.14,3.33,664
2023-01-01,West,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,116,1734.94,201253.04,1030,15650.93,32.1,0.89,3.88,568
2023-01-01,Central,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,385,2221.39,855235.15,1240,13188.61,42.91,0.91,4.4,453
2023-01-01,West,Nykaa SKINRX Vitamin C Serum,Skincare,Serum,1002,465,533.18,247928.7,1463,48436.64,11.93,1.16,3.08,589
2023-01-01,Central,Nykaa Naturals Onion & Fenugreek Hair Oil,Haircare,Hair Oil,1006,474,1855.23,879379.02,515,37937.27,33.18,1.01,4.91,574
2023-01-01,North,Nykaa Wanderlust Strawberry Body Yogurt,Fragrance,Perfume,1000,436,2338.68,1019664.48,1451,11381.86,117.66,0.97,4.61,527
2023-01-01,East,Nykaa All Day Matte Foundation - Almond,Makeup,Foundation,1008,765,536.81,410659.65,1914,46358.37,18.35,1.1,3.54,478
2023-01-01,South,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,736,2319.34,1707034.24,747,24012.65,81.77,1.19,3.66,406
2023-01-01,South,Nykaa All Day Matte Foundation - Almond,Makeup,Foundation,1008,555,251.49,139576.95,1624,29758.87,119.99,0.96,4.24,482
2023-01-01,South,Nykaa Naturals Shampoo - Apple Cider Vinegar,Haircare,Shampoo,1005,769,871.77,670391.13,1699,40594.46,95.52,1.11,3.87,491
2023-01-01,Central,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,470,1790.38,841478.6,965,39239.9,68.34,0.88,3.12,423
2023-01-01,North,Nykaa Naturals Shampoo - Apple Cider Vinegar,Haircare,Shampoo,1005,377,1737.58,655067.66,593,17293.14,102.05,1.13,4.82,608
2023-01-01,South,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,339,720.39,244212.21,1308,2107.87,58.28,0.97,4.46,645
2023-01-01,Central,Nykaa Naturals Onion & Fenugreek Hair Oil,Haircare,Hair Oil,1006,633,308.13,195046.29,1034,8582.61,45.76,1.02,4.04,684
2023-01-01,West,Nykaa SKINRX Vitamin C Serum,Skincare,Serum,1002,177,1924.08,340562.16,912,15954.96,63.92,1.07,3.56,680
2023-01-01,North,Nykaa SKINRX Vitamin C Serum,Skincare,Serum,1002,214,984.91,210770.74,996,26210.65,82.54,0.92,3.6,685
2023-01-01,West,Nykaa Naturals Shampoo - Apple Cider Vinegar,Haircare,Shampoo,1005,469,1232.65,578112.85,1809,20470.56,59.57,1.18,3.98,619
2023-01-01,East,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,724,350.9,254051.6,1756,45084.24,17.81,0.89,3.83,608
2023-01-01,East,Nykaa Wanderlust Strawberry Body Yogurt,Fragrance,Perfume,1000,155,525.1,81390.5,1504,22822.51,29.92,1.12,4.44,649
2023-01-01,North,Nykaa Wanderlust Strawberry Body Yogurt,Fragrance,Perfume,1000,723,2195.2,1587129.6,1061,13587.39,106.87,1.13,4.77,599
2023-01-01,West,Nykaa Matte To Last Liquid Lipstick - Bombay,Makeup,Lipstick,1003,146,1580.09,230693.14,1640,21246.15,94.52,1.2,3.93,623
2023-01-01,West,Nykaa Black Magic Liquid Eyeliner,Makeup,Mascara,1004,796,684.23,544647.08,1116,26691.71,54.07,1.1,4.74,681
2023-01-02,East,Nykaa Matte To Last Liquid Lipstick - Bombay,Makeup,Lipstick,1003,637,2417.78,1540125.86,1264,18384.49,56.68,1.1,3.57,420
2023-01-02,Central,Nykaa Matte To Last Liquid Lipstick - Bombay,Makeup,Lipstick,1003,762,513.6,391363.2,1194,22533.22,47.27,0.9,3.38,676
2023-01-02,West,Nykaa Naturals Onion & Fenugreek Hair Oil,Haircare,Hair Oil,1006,142,321.42,45641.64,790,13143.32,106.31,0.96,4.02,656
2023-01-02,North,Nykaa Wanderlust Strawberry Body Yogurt,Fragrance,Perfume,1000,779,2381.71,1855352.09,747,32933.56,21.37,1.01,3.66,563
2023-01-02,South,Nykaa SKINRX Vitamin C Serum,Skincare,Serum,1002,292,1083.34,316335.28,790,44326.15,60.1,0.91,4.41,690
2023-01-02,North,Nykaa Naturals Shampoo - Apple Cider Vinegar,Haircare,Shampoo,1005,435,1248.48,543088.8,1979,38217.06,51.99,0.92,3.58,564
2023-01-02,East,Nykaa Matte To Last Liquid Lipstick - Bombay,Makeup,Lipstick,1003,775,1708.2,1323855.0,1520,41472.31,55.63,1.12,3.63,698
2023-01-02,East,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,255,1807.25,460848.75,515,49095.79,51.58,0.91,4.75,416
2023-01-02,West,Nykaa Wanderlust Strawberry Body Yogurt,Fragrance,Perfume,1000,296,322.05,95326.8,1408,27857.79,88.25,0.87,3.38,421
2023-01-02,Central,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,608,1971.26,1198526.08,792,48571.87,31.22,0.91,3.62,488
2023-01-02,Central,Nykaa Black Magic Liquid Eyeliner,Makeup,Mascara,1004,335,1091.2,365552.0,1477,7622.57,28.1,1.17,3.96,662
2023-01-02,Central,Nykaa Naturals Shampoo - Apple Cider Vinegar,Haircare,Shampoo,1005,196,2246.23,440261.08,1174,47489.37,35.32,0.89,3.78,617
2023-01-02,West,Nykaa SKINRX Hyaluronic Acid Moisturizer,Skincare,Moisturizer,1001,138,1330.13,183557.94,661,42960.07,79.11,0.93,4.61,407
2023-01-02,North,Nykaa Black Magic Liquid Eyeliner,Makeup,Mascara,1004,707,1105.82,781814.74,1489,1162.82,10.34,0.92,3.39,507
2023-01-02,North,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,569,1469.54,836168.26,1731,6686.91,84.49,0.89,3.36,555
2023-01-02,Central,Nykaa SKINRX Hyaluronic Acid Moisturizer,Skincare,Moisturizer,1001,309,942.23,291149.07,1115,28782.43,94.75,1.11,3.33,578
2023-01-02,East,Nykaa Matte To Last Liquid Lipstick - Bombay,Makeup,Lipstick,1003,316,1423.13,449709.08,1630,49616.95,25.99,0.92,3.06,667
2023-01-02,North,Nykaa Wanderlust Strawberry Body Yogurt,Fragrance,Perfume,1000,607,679.01,412159.07,1790,7935.89,46.22,0.98,4.94,589
2023-01-02,Central,Nykaa SKINRX Hyaluronic Acid Moisturizer,Skincare,Moisturizer,1001,426,224.57,95666.82,1141,22939.58,86.75,0.87,3.7,400
2023-01-02,North,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,793,1321.73,1048131.89,1694,31245.25,15.85,0.99,4.88,444
2023-01-02,East,Nykaa All Day Matte Foundation - Almond,Makeup,Foundation,1008,267,2474.24,660622.08,1148,35087.03,69.55,0.91,3.15,532
2023-01-02,East,Nykaa Black Magic Liquid Eyeliner,Makeup,Mascara,1004,475,1914.3,909292.5,993,28328.27,88.04,1.0,3.69,457
2023-01-02,Central,Nykaa Naturals Onion & Fenugreek Hair Oil,Haircare,Hair Oil,1006,124,1271.37,157649.88,567,2047.6,82.71,1.17,4.45,441
2023-01-02,North,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,799,554.52,443061.48,1144,39575.51,101.51,1.1,4.34,611
2023-01-02,East,Nykaa Black Magic Liquid Eyeliner,Makeup,Mascara,1004,485,522.63,253475.55,922,31996.19,59.38,1.03,4.14,665
2023-01-02,South,Nykaa Black Magic Liquid Eyeliner,Makeup,Mascara,1004,769,393.45,302563.05,1513,18582.42,104.31,0.98,4.25,461
2023-01-02,Central,Nykaa Black Magic Liquid Eyeliner,Makeup,Mascara,1004,348,2033.4,707623.2,727,48507.15,50.89,0.87,3.68,457
2023-01-02,North,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,437,2269.64,991832.68,728,30774.4,73.49,0.87,4.42,648
2023-01-02,Central,Nykaa Wanderlust Strawberry Body Yogurt,Fragrance,Perfume,1000,495,2401.17,1188579.15,1224,8035.87,102.64,0.97,3.84,698
2023-01-02,East,Nykaa SKINRX Hyaluronic Acid Moisturizer,Skincare,Moisturizer,1001,253,918.51,232383.03,1676,2612.15,117.91,1.11,3.72,588
2023-01-02,West,Nykaa Matte To Last Liquid Lipstick - Bombay,Makeup,Lipstick,1003,158,1348.82,213113.56,603,37563.35,114.55,0.96,4.54,417
2023-01-02,North,Nykaa Black Magic Liquid Eyeliner,Makeup,Mascara,1004,527,1777.02,936489.54,1009,7951.85,69.91,1.02,3.62,589
2023-01-02,North,Nykaa Matte To Last Liquid Lipstick - Bombay,Makeup,Lipstick,1003,442,1683.4,744062.8,729,16789.95,45.97,1.03,4.44,625
2023-01-02,Central,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,242,2357.37,570483.54,716,3291.18,71.54,1.13,4.14,464
2023-01-02,West,Nykaa All Day Matte Foundation - Almond,Makeup,Foundation,1008,335,1988.95,666298.25,1856,45178.61,33.66,0.96,4.41,581
2023-01-02,Central,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,219,765.41,167624.79,860,18857.91,57.91,1.04,4.32,691
2023-01-02,Central,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,673,654.63,440565.99,544,44309.04,66.77,1.0,4.98,655
2023-01-02,North,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,120,723.75,86850.0,1769,46471.81,63.29,1.19,4.4,596
2023-01-02,Central,Nykaa Naturals Onion & Fenugreek Hair Oil,Haircare,Hair Oil,1006,789,1768.93,1395685.77,1863,30596.14,93.32,1.11,4.32,409
2023-01-02,North,Nykaa All Day Matte Foundation - Almond,Makeup,Foundation,1008,575,331.58,190658.5,1725,13828.95,73.96,1.15,3.6,536
2023-01-02,North,Nykaa SKINRX Hyaluronic Acid Moisturizer,Skincare,Moisturizer,1001,387,422.22,163399.14,1432,3225.87,105.47,1.02,3.39,544
2023-01-02,South,Nykaa Naturals Onion & Fenugreek Hair Oil,Haircare,Hair Oil,1006,683,1962.22,1340196.26,1063,8648.44,62.98,1.14,4.13,686
2023-01-02,West,Nykaa SKINRX Vitamin C Serum,Skincare,Serum,1002,272,662.02,180069.44,1563,14781.29,78.08,1.08,4.73,416
2023-01-02,North,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,228,1556.5,354882.0,1813,9721.9,85.77,1.07,3.11,618
2023-01-02,West,Nykaa Naturals Shampoo - Apple Cider Vinegar,Haircare,Shampoo,1005,329,819.47,269605.63,944,22537.21,26.3,0.92,3.81,470
2023-01-02,West,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,137,1853.44,253921.28,1241,38881.33,109.67,1.15,4.88,503
2023-01-02,West,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,710,2243.8,1593098.0,1988,8976.06,79.37,1.13,3.09,544
2023-01-02,Central,Nykaa SKINRX Hyaluronic Acid Moisturizer,Skincare,Moisturizer,1001,319,375.11,119660.09,1026,39918.8,47.27,0.96,3.52,585
2023-01-02,East,Nykaa SKINRX Vitamin C Serum,Skincare,Serum,1002,564,1266.65,714390.6,1796,32626.67,75.31,1.13,4.21,548
2023-01-02,Central,Nykaa Black Magic Liquid Eyeliner,Makeup,Mascara,1004,119,588.62,70045.78,1815,49669.53,70.68,0.87,3.24,663
2023-01-02,West,Nykaa Matte To Last Liquid Lipstick - Bombay,Makeup,Lipstick,1003,605,362.14,219094.7,1995,46349.98,31.39,0.91,4.12,501
2023-01-02,South,Nykaa Herbal Teas - Digestive,Wellness,Herbal Teas,1009,165,708.7,116935.5,1304,29457.82,20.84,0.95,3.5,619
2023-01-02,Central,Nykaa Naturals Shampoo - Apple Cider Vinegar,Haircare,Shampoo,1005,553,927.32,512807.96,1599,46522.84,96.5,0.95,4.07,428
2023-01-02,Central,Nykaa SKINRX Vitamin C Serum,Skincare,Serum,1002,299,1097.12,328038.88,1722,3419.26,40.6,1.01,3.39,497
2023-01-02,Central,Nykaa Naturals Tea Tree & Neem Face Wash,Skincare,Facewash,1007,133,763.84,101590.72,952,31294.47,26.14,1.17,4.07,431
2023-01-02,Central,Nykaa SKINRX Hyaluronic Acid Moisturizer,Skincare,Moisturizer,1001,134,1625.26,217784.84,1564,27457.98,119.82,0.96,4.31,565
2023-01-02,North,Nykaa All Day Matte Foundation - Almond,Makeup,Foundation,1008,219,2195.35,480781.65,1707,24290.73,79.09,0.99,3.49,637
